Termid,Regd No,Course,Grade,CA_100,MTT_50,ETT_100,ETP_100,Course_Att,MHRDName,CA_1,CA_2,CA_3,CA_4,Height,Weight,ScholarType,Direction,Gender,Medium,CourseType,ProgramType
218192,8968776,KHZ55,A,81,,,76,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,9,9,56,172,93,Day Scholar,East,Female,Regional,Theory,UG
218192,8968776,KHZ56,A,85,29,49,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),72,0,4,9,172,93,Day Scholar,East,Female,Regional,Theory,UG
218192,8968776,KHZ57,A+,94,39,70,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),34,48,4,8,172,93,Day Scholar,East,Female,Regional,Theory,UG
218192,8968776,KHZ58,A+,89,42,62,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),83,6,0,0,172,93,Day Scholar,East,Female,Regional,Theory,UG
218192,9019776,KHZ28,B+,64,30,50,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),61,1,0,2,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9019776,KHZ391,A,92,,,62,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,11,49,16,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9019776,KHZ51,C,56,15,36,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,21,0,0,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9019776,KHZ52,B+,88,,,57,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),1,80,1,6,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9019776,KHZ53,D,50,29,26,,67,Bachelor of Technology in Computer Science and Engineering (Cyber Security),42,1,4,3,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9019776,KHZ54,D,42,15,42,,63,Bachelor of Technology in Computer Science and Engineering (Cyber Security),8,30,4,0,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9019776,KHZ55,B,65,,,50,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),51,8,1,5,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9019776,KHZ56,C,60,22,32,,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),59,1,0,0,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9019776,KHZ57,B,52,14,70,,78,Bachelor of Technology in Computer Science and Engineering (Cyber Security),43,8,1,0,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9019776,KHZ58,E,19,32,32,,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,3,0,0,159,86,Day Scholar,South,Male,Regional,Theory,UG
218192,9020776,KHZ28,B,46,33,61,,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),41,1,0,4,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9020776,KHZ391,A,91,,,62,89,Bachelor of Technology in Computer Science and Engineering (Cyber Security),55,3,2,31,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9020776,KHZ51,C,51,22,35,,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,21,19,11,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9020776,KHZ52,B+,64,,,72,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,5,6,8,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9020776,KHZ53,E,30,19,30,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),23,0,4,3,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9020776,KHZ54,E,37,2,33,,64,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,16,4,6,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9020776,KHZ55,B,50,,,70,76,Bachelor of Technology in Computer Science and Engineering (Cyber Security),42,7,0,1,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9020776,KHZ56,D,60,19,32,,79,Bachelor of Technology in Computer Science and Engineering (Cyber Security),60,0,0,0,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9020776,KHZ57,B+,37,24,70,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),22,12,2,1,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9020776,KHZ58,D,35,27,39,,73,Bachelor of Technology in Computer Science and Engineering (Cyber Security),10,4,17,4,181,75,Day Scholar,West,Male,English,Theory,UG
218192,9822776,KHZ28,B+,48,27,49,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),32,5,7,4,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9822776,KHZ391,A+,98,,,75,94,Bachelor of Technology in Computer Science and Engineering (Cyber Security),34,57,0,7,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9822776,KHZ51,A,89,19,79,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),67,5,13,4,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9822776,KHZ52,A,82,,,78,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),72,1,5,4,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9822776,KHZ53,B,80,22,43,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,7,40,26,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9822776,KHZ54,B,69,12,58,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),6,7,37,19,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9822776,KHZ55,B,72,,,48,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),35,24,9,4,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9822776,KHZ56,B,67,25,38,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),58,7,2,0,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9822776,KHZ57,A+,60,38,90,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,4,8,3,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9822776,KHZ58,B+,40,37,63,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,21,2,0,183,89,Day Scholar,North,Female,English,Theory,UG
218192,9939776,KHZ28,B,55,22,42,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),26,23,6,0,158,96,Day Scholar,South,Female,English,Theory,UG
218192,9939776,KHZ51,B,39,30,60,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),12,14,3,10,158,96,Day Scholar,South,Female,English,Theory,UG
218192,9939776,KHZ52,A,86,,,77,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),56,26,2,2,158,96,Day Scholar,South,Female,English,Theory,UG
218192,9939776,KHZ53,B+,64,24,56,,94,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,5,3,11,158,96,Day Scholar,South,Female,English,Theory,UG
218192,9939776,KHZ54,C,62,25,43,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),4,23,2,33,158,96,Day Scholar,South,Female,English,Theory,UG
218192,9939776,KHZ55,B+,60,,,75,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),58,2,0,0,158,96,Day Scholar,South,Female,English,Theory,UG
218192,9939776,KHZ56,B,80,17,35,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),37,31,3,9,158,96,Day Scholar,South,Female,English,Theory,UG
218192,9939776,KHZ57,A+,60,37,86,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),48,0,12,0,158,96,Day Scholar,South,Female,English,Theory,UG
218192,9939776,KHZ58,A,63,32,60,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),33,0,3,27,158,96,Day Scholar,South,Female,English,Theory,UG
218192,9999776,KHZ28,B+,63,34,66,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),3,51,6,3,179,48,Hostler,East,Female,English,Theory,UG
218192,9999776,KHZ391,A,77,,,84,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),8,12,41,16,179,48,Hostler,East,Female,English,Theory,UG
218192,9999776,KHZ51,A,80,32,65,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),3,50,18,9,179,48,Hostler,East,Female,English,Theory,UG
218192,9999776,KHZ52,A+,82,,,90,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),71,7,2,2,179,48,Hostler,East,Female,English,Theory,UG
218192,9999776,KHZ53,A,95,30,50,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),30,20,17,28,179,48,Hostler,East,Female,English,Theory,UG
218192,9999776,KHZ54,B+,48,34,70,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),13,2,10,23,179,48,Hostler,East,Female,English,Theory,UG
218192,9999776,KHZ55,A,69,,,84,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),58,5,5,1,179,48,Hostler,East,Female,English,Theory,UG
218192,9999776,KHZ56,A,75,30,55,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),41,10,11,13,179,48,Hostler,East,Female,English,Theory,UG
218192,9999776,KHZ57,A,75,34,68,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),60,8,0,7,179,48,Hostler,East,Female,English,Theory,UG
218192,9999776,KHZ58,A+,65,43,70,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),36,25,3,1,179,48,Hostler,East,Female,English,Theory,UG
218192,10092776,KHZ28,A,65,40,77,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,23,13,1,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10092776,KHZ391,A+,93,,,88,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),86,4,2,1,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10092776,KHZ51,A+,84,42,80,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),46,29,1,8,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10092776,KHZ52,A+,100,,,67,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,84,1,8,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10092776,KHZ53,A+,85,34,73,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),47,13,4,21,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10092776,KHZ54,A,72,40,76,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),50,8,7,7,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10092776,KHZ55,A+,95,,,87,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),21,48,0,26,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10092776,KHZ56,A,84,38,55,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),79,4,1,0,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10092776,KHZ57,O,92,37,83,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),56,17,5,14,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10092776,KHZ58,O,55,48,85,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),10,28,12,5,161,82,Day Scholar,South,Female,Regional,Theory,UG
218192,10211776,KHZ28,B+,48,28,75,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),40,1,1,6,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10211776,KHZ391,A,90,,,60,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),64,4,12,10,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10211776,KHZ51,A,75,35,63,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),13,54,3,5,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10211776,KHZ52,B+,70,,,74,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),33,3,25,9,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10211776,KHZ53,B,50,32,52,,94,Bachelor of Technology in Computer Science and Engineering (Cyber Security),18,10,5,17,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10211776,KHZ54,C,39,13,49,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),39,0,0,0,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10211776,KHZ55,C,78,,,31,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),55,16,3,4,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10211776,KHZ56,B,69,30,38,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),32,8,10,19,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10211776,KHZ57,A,49,30,80,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),47,0,0,2,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10211776,KHZ58,A,67,37,56,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),49,0,18,0,163,77,Hostler,West,Male,Hindi,Theory,UG
218192,10274776,KHZ28,B,56,31,59,,76,Bachelor of Technology in Computer Science and Engineering (Cyber Security),46,9,0,1,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10274776,KHZ391,A,82,,,80,72,Bachelor of Technology in Computer Science and Engineering (Cyber Security),15,65,2,0,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10274776,KHZ51,B+,38,28,73,,81,Bachelor of Technology in Computer Science and Engineering (Cyber Security),5,20,0,13,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10274776,KHZ52,B,78,,,50,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),1,57,13,7,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10274776,KHZ53,B,52,23,59,,78,Bachelor of Technology in Computer Science and Engineering (Cyber Security),40,0,8,4,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10274776,KHZ54,C,40,32,45,,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),6,7,8,19,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10274776,KHZ55,C,49,,,54,72,Bachelor of Technology in Computer Science and Engineering (Cyber Security),2,24,9,14,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10274776,KHZ56,B,70,22,49,,61,Bachelor of Technology in Computer Science and Engineering (Cyber Security),64,3,0,3,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10274776,KHZ57,A,62,30,75,,81,Bachelor of Technology in Computer Science and Engineering (Cyber Security),37,9,4,12,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10274776,KHZ58,B,44,32,56,,73,Bachelor of Technology in Computer Science and Engineering (Cyber Security),12,17,15,0,150,93,Hostler,North,Male,Regional,Theory,UG
218192,10938776,KHZ28,A+,70,44,83,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),55,3,7,5,175,93,Day Scholar,West,Female,English,Theory,UG
218192,10938776,KHZ391,A,84,,,78,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),13,7,59,5,175,93,Day Scholar,West,Female,English,Theory,UG
218192,10938776,KHZ51,A+,82,42,82,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),54,17,5,6,175,93,Day Scholar,West,Female,English,Theory,UG
218192,10938776,KHZ52,A,80,,,80,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),56,19,3,2,175,93,Day Scholar,West,Female,English,Theory,UG
218192,10938776,KHZ53,A+,78,32,80,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),66,7,1,4,175,93,Day Scholar,West,Female,English,Theory,UG
218192,10938776,KHZ54,A,77,35,73,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),34,15,2,26,175,93,Day Scholar,West,Female,English,Theory,UG
218192,10938776,KHZ55,A,74,,,82,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),51,3,11,9,175,93,Day Scholar,West,Female,English,Theory,UG
218192,10938776,KHZ56,A,82,23,65,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),67,10,4,1,175,93,Day Scholar,West,Female,English,Theory,UG
218192,10938776,KHZ57,O,79,43,86,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),51,10,8,10,175,93,Day Scholar,West,Female,English,Theory,UG
218192,10938776,KHZ58,O,92,49,85,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),65,19,1,7,175,93,Day Scholar,West,Female,English,Theory,UG
218192,11198776,KHZ28,B+,64,33,75,,71,Bachelor of Technology in Computer Science and Engineering (Cyber Security),58,4,0,2,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11198776,KHZ391,A,85,,,83,76,Bachelor of Technology in Computer Science and Engineering (Cyber Security),47,7,25,6,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11198776,KHZ51,B,75,18,60,,79,Bachelor of Technology in Computer Science and Engineering (Cyber Security),64,10,1,0,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11198776,KHZ52,A,95,,,69,74,Bachelor of Technology in Computer Science and Engineering (Cyber Security),48,24,19,4,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11198776,KHZ53,A,90,20,69,,81,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,54,2,23,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11198776,KHZ54,B,65,12,75,,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),7,39,8,11,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11198776,KHZ55,A,76,,,82,75,Bachelor of Technology in Computer Science and Engineering (Cyber Security),72,3,0,1,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11198776,KHZ56,D,55,15,42,,69,Bachelor of Technology in Computer Science and Engineering (Cyber Security),30,10,12,3,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11198776,KHZ57,B+,58,15,75,,65,Bachelor of Technology in Computer Science and Engineering (Cyber Security),18,24,12,4,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11198776,KHZ58,C,42,33,35,,58,Bachelor of Technology in Computer Science and Engineering (Cyber Security),28,1,2,11,158,55,Hostler,North,Male,Hindi,Theory,UG
218192,11270776,KHZ28,B+,55,29,70,,81,Bachelor of Technology in Computer Science and Engineering (Cyber Security),22,6,5,22,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11270776,KHZ391,A+,84,,,85,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),76,1,5,2,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11270776,KHZ51,B,40,28,53,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),2,20,8,10,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11270776,KHZ52,A+,88,,,89,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,17,1,53,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11270776,KHZ53,B,70,24,53,,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,36,19,4,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11270776,KHZ54,C,45,25,50,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),43,0,1,1,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11270776,KHZ55,B+,67,,,68,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),11,39,14,3,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11270776,KHZ56,E,47,10,26,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),5,35,1,6,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11270776,KHZ57,B+,49,15,76,,81,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,23,3,6,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11270776,KHZ58,D,39,30,29,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),15,1,17,6,164,83,Day Scholar,East,Male,Regional,Theory,UG
218192,11607776,KHZ28,B+,42,30,74,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),19,15,7,1,182,59,Hostler,East,Male,Hindi,Theory,UG
218192,11607776,KHZ51,B,55,29,40,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),45,10,0,0,182,59,Hostler,East,Male,Hindi,Theory,UG
218192,11607776,KHZ52,B+,68,,,64,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),46,20,1,1,182,59,Hostler,East,Male,Hindi,Theory,UG
218192,11607776,KHZ53,C,40,15,42,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),26,6,3,5,182,59,Hostler,East,Male,Hindi,Theory,UG
218192,11607776,KHZ54,C,67,14,35,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),61,4,0,2,182,59,Hostler,East,Male,Hindi,Theory,UG
218192,11607776,KHZ55,B,66,,,56,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,46,1,2,182,59,Hostler,East,Male,Hindi,Theory,UG
218192,11607776,KHZ56,B+,49,24,53,,98,Bachelor of Technology in Computer Science and Engineering (Cyber Security),20,29,0,0,182,59,Hostler,East,Male,Hindi,Theory,UG
218192,11607776,KHZ57,C,32,15,59,,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),4,1,7,20,182,59,Hostler,East,Male,Hindi,Theory,UG
218192,11607776,KHZ58,D,20,20,45,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),17,3,0,0,182,59,Hostler,East,Male,Hindi,Theory,UG
218192,11845776,KHZ28,B+,59,38,55,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,2,10,23,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11845776,KHZ391,A+,83,,,84,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),44,2,10,27,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11845776,KHZ51,A,83,34,73,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),4,23,5,51,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11845776,KHZ52,A+,88,,,89,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),26,42,2,18,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11845776,KHZ53,B+,83,23,59,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),32,34,2,15,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11845776,KHZ54,B,54,20,59,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),31,8,9,6,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11845776,KHZ55,A,79,,,71,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,44,6,5,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11845776,KHZ56,B,59,23,48,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),32,3,7,17,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11845776,KHZ57,A+,75,40,85,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),22,38,1,14,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11845776,KHZ58,B,44,34,43,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),15,29,0,0,176,40,Day Scholar,North,Male,English,Theory,UG
218192,11913776,KHZ28,A+,79,48,83,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),24,15,15,25,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11913776,KHZ391,A+,89,,,84,76,Bachelor of Technology in Computer Science and Engineering (Cyber Security),8,44,21,16,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11913776,KHZ51,A,70,35,75,,70,Bachelor of Technology in Computer Science and Engineering (Cyber Security),38,30,1,1,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11913776,KHZ52,B+,87,,,58,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),36,50,1,0,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11913776,KHZ53,A+,88,37,86,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),43,17,1,27,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11913776,KHZ54,A+,80,43,79,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),74,6,0,0,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11913776,KHZ55,A+,89,,,88,100,Bachelor of Technology in Computer Science and Engineering (Cyber Security),88,0,0,1,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11913776,KHZ56,A+,89,40,75,,83,Bachelor of Technology in Computer Science and Engineering (Cyber Security),27,25,23,14,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11913776,KHZ57,O,90,38,89,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),57,10,3,20,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11913776,KHZ58,O,70,47,85,,80,Bachelor of Technology in Computer Science and Engineering (Cyber Security),21,6,40,3,162,90,Day Scholar,North,Female,English,Theory,UG
218192,11927776,KHZ28,A,65,33,72,,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),29,11,0,25,151,66,Hostler,West,Female,Regional,Theory,UG
218192,11927776,KHZ391,A,83,,,74,90,Bachelor of Technology in Computer Science and Engineering (Cyber Security),68,9,1,5,151,66,Hostler,West,Female,Regional,Theory,UG
218192,11927776,KHZ51,A,72,29,82,,92,Bachelor of Technology in Computer Science and Engineering (Cyber Security),65,7,0,0,151,66,Hostler,West,Female,Regional,Theory,UG
218192,11927776,KHZ52,A+,84,,,93,97,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,63,0,5,151,66,Hostler,West,Female,Regional,Theory,UG
218192,11927776,KHZ53,B,47,19,58,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),29,1,17,0,151,66,Hostler,West,Female,Regional,Theory,UG
218192,11927776,KHZ54,B,54,33,58,,95,Bachelor of Technology in Computer Science and Engineering (Cyber Security),49,2,1,2,151,66,Hostler,West,Female,Regional,Theory,UG
218192,11927776,KHZ55,B,59,,,66,84,Bachelor of Technology in Computer Science and Engineering (Cyber Security),8,19,26,6,151,66,Hostler,West,Female,Regional,Theory,UG
218192,11927776,KHZ56,B,74,25,39,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),14,57,3,0,151,66,Hostler,West,Female,Regional,Theory,UG
218192,11927776,KHZ57,O,89,40,93,,91,Bachelor of Technology in Computer Science and Engineering (Cyber Security),23,47,11,8,151,66,Hostler,West,Female,Regional,Theory,UG
218192,11927776,KHZ58,A,62,40,66,,86,Bachelor of Technology in Computer Science and Engineering (Cyber Security),0,14,16,32,151,66,Hostler,West,Female,Regional,Theory,UG
218192,12333776,KHZ28,A,57,39,75,,93,Bachelor of Technology in Computer Science and Engineering (Cyber Security),25,27,2,3,175,92,Hostler,South,Female,Hindi,Theory,UG
218192,12333776,KHZ391,A+,98,,,86,77,Bachelor of Technology in Computer Science and Engineering (Cyber Security),46,41,5,6,175,92,Hostler,South,Female,Hindi,Theory,UG
218192,12333776,KHZ51,B+,59,32,60,,87,Bachelor of Technology in Computer Science and Engineering (Cyber Security),9,29,13,8,175,92,Hostler,South,Female,Hindi,Theory,UG
218192,12333776,KHZ52,A,77,,,85,84,Bachelor of Technology in Computer Science and Engineering (Cyber Security),60,0,7,10,175,92,Hostler,South,Female,Hindi,Theory,UG
218192,12333776,KHZ53,B+,78,33,59,,88,Bachelor of Technology in Computer Science and Engineering (Cyber Security),16,8,25,29,175,92,Hostler,South,Female,Hindi,Theory,UG
218192,12333776,KHZ54,C,65,19,33,,73,Bachelor of Technology in Computer Science and Engineering (Cyber Security),47,12,2,4,175,92,Hostler,South,Female,Hindi,Theory,UG
218192,12333776,KHZ55,A,90,,,70,89,Bachelor of Technology in Computer Science and Engineering (Cyber Security),53,29,0,8,175,92,Hostler,South,Female,Hindi,Theory,UG
218192,12333776,KHZ56,C,59,30,38,,73,Bachelor of Technology in Computer Science and Engineering (Cyber Security),48,9,0,2,175,92,Hostler,South,Female,Hindi,Theory,UG
218192,12333776,KHZ57,A,64,27,69,,85,Bachelor of Technology in Computer Science and Engineering (Cyber Security),32,11,19,2,175,92,Hostler,South,Female,Hindi,Theory,UG
218192,12333776,KHZ58,B+,37,40,50,,82,Bachelor of Technology in Computer Science and Engineering (Cyber Security),2,20,15,0,175,92,Hostler,South,Female,Hindi,Theory,UG
